id,task_name,model_name_or_path,per_device_train_batch_size,per_device_eval_batch_size,weight_decay,lr_scheduler_type,warmup_steps_fraction,report_to,insert_dropout,catch_dropout,training_size,beta1,beta2,early_stopping_patience,early_stopping_min_delta,original_gradient_fraction,num_train_epochs,learning_rate,run_generation,max_train_steps,evaluation_steps,param_config_id,seed,output_dir,dataset_seed
560,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.1,0.0,64,0.9,0.999,30.0,,,100,1e-05,18_experiments,,4.0,,,,
561,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.1,,64,0.9,0.999,30.0,,,100,5e-05,18_experiments,,4.0,,,,
562,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.1,,64,0.9,0.999,30.0,,,100,3e-05,18_experiments,,4.0,,,,
563,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.1,,64,0.9,0.999,30.0,,,100,1e-05,18_experiments,,4.0,,,,
564,qnli,bert-base-uncased,32,128,0.1,linear,0.1,all,0.2,0.0,256,0.9,0.999,1000.0,,,200,3e-05,16_experiments,,16.0,,,,
565,qnli,bert-base-uncased,32,128,0.001,linear,0.1,all,0.2,0.0,256,0.9,0.999,1000.0,,,200,3e-05,16_experiments,,16.0,,,,
566,qnli,bert-base-uncased,32,128,0.1,linear,0.1,all,0.2,,256,0.9,0.999,1000.0,,,200,3e-05,16_experiments,,16.0,,,,
567,qnli,bert-base-uncased,32,128,0.001,linear,0.1,all,0.2,,256,0.9,0.999,1000.0,,,200,3e-05,16_experiments,,16.0,,,,
568,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.2,0.0,256,0.9,0.999,1000.0,,,10,3e-05,16_experiments,,16.0,,,,
569,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.2,0.0,256,0.9,0.999,1000.0,,,50,3e-05,16_experiments,,16.0,,,,
570,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.2,0.0,256,0.9,0.999,1000.0,,,100,3e-05,16_experiments,,16.0,,,,
571,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.2,0.0,256,0.9,0.999,1000.0,,,400,3e-05,16_experiments,,16.0,,,,
572,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.2,0.0,256,0.9,0.999,1000.0,,,800,3e-05,16_experiments,,16.0,,,,
573,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.2,,256,0.9,0.999,1000.0,,,10,3e-05,16_experiments,,16.0,,,,
574,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.2,,256,0.9,0.999,1000.0,,,50,3e-05,16_experiments,,16.0,,,,
575,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.2,,256,0.9,0.999,1000.0,,,100,3e-05,16_experiments,,16.0,,,,
576,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.2,,256,0.9,0.999,1000.0,,,400,3e-05,16_experiments,,16.0,,,,
577,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.2,,256,0.9,0.999,1000.0,,,800,3e-05,16_experiments,,16.0,,,,
578,qnli,bert-large-uncased,32,128,0.01,linear,0.1,all,0.1,0.0,256,0.9,0.999,30.0,,,400,5e-05,17_experiments,,16.0,,,,
579,qnli,bert-large-uncased,32,128,0.01,linear,0.1,all,0.1,0.0,256,0.9,0.999,30.0,,,400,3e-05,17_experiments,,16.0,,,,
580,qnli,bert-large-uncased,32,128,0.01,linear,0.1,all,0.1,0.0,256,0.9,0.999,30.0,,,400,1e-05,17_experiments,,16.0,,,,
581,qnli,bert-large-uncased,32,128,0.01,linear,0.1,all,0.1,0.0,256,0.9,0.999,30.0,,,800,5e-05,17_experiments,,16.0,,,,
582,qnli,bert-large-uncased,32,128,0.01,linear,0.1,all,0.1,0.0,256,0.9,0.999,30.0,,,800,3e-05,17_experiments,,16.0,,,,
583,qnli,bert-large-uncased,32,128,0.01,linear,0.1,all,0.1,0.0,256,0.9,0.999,30.0,,,800,1e-05,17_experiments,,16.0,,,,
584,qnli,bert-large-uncased,32,128,0.01,linear,0.1,all,0.1,,256,0.9,0.999,30.0,,,400,5e-05,17_experiments,,16.0,,,,
585,qnli,bert-large-uncased,32,128,0.01,linear,0.1,all,0.1,,256,0.9,0.999,30.0,,,400,3e-05,17_experiments,,16.0,,,,
586,qnli,bert-large-uncased,32,128,0.01,linear,0.1,all,0.1,,256,0.9,0.999,30.0,,,400,1e-05,17_experiments,,16.0,,,,
587,qnli,bert-large-uncased,32,128,0.01,linear,0.1,all,0.1,,256,0.9,0.999,30.0,,,800,5e-05,17_experiments,,16.0,,,,
588,qnli,bert-large-uncased,32,128,0.01,linear,0.1,all,0.1,,256,0.9,0.999,30.0,,,800,3e-05,17_experiments,,16.0,,,,
589,qnli,bert-large-uncased,32,128,0.01,linear,0.1,all,0.1,,256,0.9,0.999,30.0,,,800,1e-05,17_experiments,,16.0,,,,
590,qnli,bert-large-uncased,32,128,0.01,linear,0.1,all,0.1,0.0,256,0.9,0.999,300.0,,,400,5e-05,17_experiments,,16.0,,,,
591,qnli,bert-large-uncased,32,128,0.01,linear,0.1,all,0.1,0.0,256,0.9,0.999,300.0,,,400,3e-05,17_experiments,,16.0,,,,
592,qnli,bert-large-uncased,32,128,0.01,linear,0.1,all,0.1,0.0,256,0.9,0.999,300.0,,,400,1e-05,17_experiments,,16.0,,,,
593,qnli,bert-large-uncased,32,128,0.01,linear,0.1,all,0.1,0.0,256,0.9,0.999,300.0,,,800,5e-05,17_experiments,,16.0,,,,
594,qnli,bert-large-uncased,32,128,0.01,linear,0.1,all,0.1,0.0,256,0.9,0.999,300.0,,,800,3e-05,17_experiments,,16.0,,,,
595,qnli,bert-large-uncased,32,128,0.01,linear,0.1,all,0.1,0.0,256,0.9,0.999,300.0,,,800,1e-05,17_experiments,,16.0,,,,
596,qnli,bert-large-uncased,32,128,0.01,linear,0.1,all,0.1,0.0,256,0.9,0.999,300.0,,,1200,5e-05,17_experiments,,16.0,,,,
597,qnli,bert-large-uncased,32,128,0.01,linear,0.1,all,0.1,0.0,256,0.9,0.999,300.0,,,1200,3e-05,17_experiments,,16.0,,,,
598,qnli,bert-large-uncased,32,128,0.01,linear,0.1,all,0.1,0.0,256,0.9,0.999,300.0,,,1200,1e-05,17_experiments,,16.0,,,,
599,qnli,bert-large-uncased,32,128,0.01,linear,0.1,all,0.1,,256,0.9,0.999,300.0,,,400,5e-05,17_experiments,,16.0,,,,
600,qnli,bert-large-uncased,32,128,0.01,linear,0.1,all,0.1,,256,0.9,0.999,300.0,,,400,3e-05,17_experiments,,16.0,,,,
601,qnli,bert-large-uncased,32,128,0.01,linear,0.1,all,0.1,,256,0.9,0.999,300.0,,,400,1e-05,17_experiments,,16.0,,,,
602,qnli,bert-large-uncased,32,128,0.01,linear,0.1,all,0.1,,256,0.9,0.999,300.0,,,800,5e-05,17_experiments,,16.0,,,,
603,qnli,bert-large-uncased,32,128,0.01,linear,0.1,all,0.1,,256,0.9,0.999,300.0,,,800,3e-05,17_experiments,,16.0,,,,
604,qnli,bert-large-uncased,32,128,0.01,linear,0.1,all,0.1,,256,0.9,0.999,300.0,,,800,1e-05,17_experiments,,16.0,,,,
605,qnli,bert-large-uncased,32,128,0.01,linear,0.1,all,0.1,,256,0.9,0.999,300.0,,,1200,5e-05,17_experiments,,16.0,,,,
606,qnli,bert-large-uncased,32,128,0.01,linear,0.1,all,0.1,,256,0.9,0.999,300.0,,,1200,3e-05,17_experiments,,16.0,,,,
607,qnli,bert-large-uncased,32,128,0.01,linear,0.1,all,0.1,,256,0.9,0.999,300.0,,,1200,1e-05,17_experiments,,16.0,,,,
608,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.1,0.0,64,0.9,0.999,30.0,,,200,5e-05,18_experiments,,4.0,,,,
609,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.1,0.0,64,0.9,0.999,30.0,,,200,3e-05,18_experiments,,4.0,,,,
610,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.1,0.0,64,0.9,0.999,30.0,,,200,1e-05,18_experiments,,4.0,,,,
611,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.1,0.0,64,0.9,0.999,30.0,,,400,5e-05,18_experiments,,4.0,,,,
612,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.1,0.0,64,0.9,0.999,30.0,,,400,3e-05,18_experiments,,4.0,,,,
613,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.1,0.0,64,0.9,0.999,30.0,,,400,1e-05,18_experiments,,4.0,,,,
614,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.1,,64,0.9,0.999,30.0,,,200,5e-05,18_experiments,,4.0,,,,
615,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.1,,64,0.9,0.999,30.0,,,200,3e-05,18_experiments,,4.0,,,,
616,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.1,,64,0.9,0.999,30.0,,,200,1e-05,18_experiments,,4.0,,,,
617,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.1,,64,0.9,0.999,30.0,,,400,5e-05,18_experiments,,4.0,,,,
618,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.1,,64,0.9,0.999,30.0,,,400,3e-05,18_experiments,,4.0,,,,
619,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.1,,64,0.9,0.999,30.0,,,400,1e-05,18_experiments,,4.0,,,,
620,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.04,0.0,64,0.9,0.999,30.0,,,400,6e-05,18_sweeps,,4.0,,,,1.0
621,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.04,0.0,64,0.9,0.999,30.0,,,400,6e-05,18_sweeps,,4.0,pcid_0620,1.0,,1.0
622,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.04,0.0,64,0.9,0.999,30.0,,,400,4e-05,18_sweeps,,4.0,,,,1.0
623,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.04,0.0,64,0.9,0.999,30.0,,,400,2e-05,18_sweeps,,4.0,,,,1.0
624,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.04,0.0,64,0.9,0.999,30.0,,,400,1e-05,18_sweeps,,4.0,,,,1.0
625,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.04,0.0,64,0.9,0.999,30.0,,,400,8e-06,18_sweeps,,4.0,,,,1.0
626,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.08,0.0,64,0.9,0.999,30.0,,,400,6e-05,18_sweeps,,4.0,,,,1.0
627,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.08,0.0,64,0.9,0.999,30.0,,,400,4e-05,18_sweeps,,4.0,,,,1.0
628,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.08,0.0,64,0.9,0.999,30.0,,,400,2e-05,18_sweeps,,4.0,,,,1.0
629,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.08,0.0,64,0.9,0.999,30.0,,,400,1e-05,18_sweeps,,4.0,,,,1.0
630,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.08,0.0,64,0.9,0.999,30.0,,,400,8e-06,18_sweeps,,4.0,,,,1.0
631,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.1,0.0,64,0.9,0.999,30.0,,,400,6e-05,18_sweeps,,4.0,,,,1.0
632,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.1,0.0,64,0.9,0.999,30.0,,,400,4e-05,18_sweeps,,4.0,,,,1.0
633,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.1,0.0,64,0.9,0.999,30.0,,,400,2e-05,18_sweeps,,4.0,,,,1.0
634,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.1,0.0,64,0.9,0.999,30.0,,,400,1e-05,18_sweeps,,4.0,,,,1.0
635,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.1,0.0,64,0.9,0.999,30.0,,,400,8e-06,18_sweeps,,4.0,,,,1.0
636,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.12,0.0,64,0.9,0.999,30.0,,,400,6e-05,18_sweeps,,4.0,,,,1.0
637,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.12,0.0,64,0.9,0.999,30.0,,,400,4e-05,18_sweeps,,4.0,,,,1.0
638,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.12,0.0,64,0.9,0.999,30.0,,,400,2e-05,18_sweeps,,4.0,,,,1.0
639,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.12,0.0,64,0.9,0.999,30.0,,,400,1e-05,18_sweeps,,4.0,,,,1.0
640,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.12,0.0,64,0.9,0.999,30.0,,,400,8e-06,18_sweeps,,4.0,,,,1.0
641,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.16,0.0,64,0.9,0.999,30.0,,,400,6e-05,18_sweeps,,4.0,,,,1.0
642,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.16,0.0,64,0.9,0.999,30.0,,,400,4e-05,18_sweeps,,4.0,,,,1.0
643,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.16,0.0,64,0.9,0.999,30.0,,,400,2e-05,18_sweeps,,4.0,,,,1.0
644,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.16,0.0,64,0.9,0.999,30.0,,,400,1e-05,18_sweeps,,4.0,,,,1.0
645,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.16,0.0,64,0.9,0.999,30.0,,,400,8e-06,18_sweeps,,4.0,,,,1.0
646,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.2,0.0,64,0.9,0.999,30.0,,,400,6e-05,18_sweeps,,4.0,,,,1.0
647,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.2,0.0,64,0.9,0.999,30.0,,,400,4e-05,18_sweeps,,4.0,,,,1.0
648,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.2,0.0,64,0.9,0.999,30.0,,,400,2e-05,18_sweeps,,4.0,,,,1.0
649,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.2,0.0,64,0.9,0.999,30.0,,,400,1e-05,18_sweeps,,4.0,,,,1.0
650,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.2,0.0,64,0.9,0.999,30.0,,,400,8e-06,18_sweeps,,4.0,,,,1.0
651,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.24,0.0,64,0.9,0.999,30.0,,,400,6e-05,18_sweeps,,4.0,,,,1.0
652,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.24,0.0,64,0.9,0.999,30.0,,,400,4e-05,18_sweeps,,4.0,,,,1.0
653,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.24,0.0,64,0.9,0.999,30.0,,,400,2e-05,18_sweeps,,4.0,,,,1.0
654,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.24,0.0,64,0.9,0.999,30.0,,,400,1e-05,18_sweeps,,4.0,,,,1.0
655,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.24,0.0,64,0.9,0.999,30.0,,,400,8e-06,18_sweeps,,4.0,,,,1.0
656,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.04,0.0,64,0.9,0.999,25.0,,,400,6e-05,18_sweeps,,4.0,,,,1.0
657,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.04,0.0,64,0.9,0.999,25.0,,,400,4e-05,18_sweeps,,4.0,,,,1.0
658,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.04,0.0,64,0.9,0.999,25.0,,,400,2e-05,18_sweeps,,4.0,,,,1.0
659,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.04,0.0,64,0.9,0.999,25.0,,,400,1e-05,18_sweeps,,4.0,,,,1.0
660,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.04,0.0,64,0.9,0.999,25.0,,,400,8e-06,18_sweeps,,4.0,,,,1.0
661,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.08,0.0,64,0.9,0.999,25.0,,,400,6e-05,18_sweeps,,4.0,,,,1.0
662,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.08,0.0,64,0.9,0.999,25.0,,,400,4e-05,18_sweeps,,4.0,,,,1.0
663,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.08,0.0,64,0.9,0.999,25.0,,,400,2e-05,18_sweeps,,4.0,,,,1.0
664,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.08,0.0,64,0.9,0.999,25.0,,,400,1e-05,18_sweeps,,4.0,,,,1.0
665,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.08,0.0,64,0.9,0.999,25.0,,,400,8e-06,18_sweeps,,4.0,,,,1.0
666,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.1,0.0,64,0.9,0.999,25.0,,,400,6e-05,18_sweeps,,4.0,,,,1.0
667,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.1,0.0,64,0.9,0.999,25.0,,,400,4e-05,18_sweeps,,4.0,,,,1.0
668,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.1,0.0,64,0.9,0.999,25.0,,,400,2e-05,18_sweeps,,4.0,,,,1.0
669,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.1,0.0,64,0.9,0.999,25.0,,,400,1e-05,18_sweeps,,4.0,,,,1.0
670,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.1,0.0,64,0.9,0.999,25.0,,,400,8e-06,18_sweeps,,4.0,,,,1.0
671,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.12,0.0,64,0.9,0.999,25.0,,,400,6e-05,18_sweeps,,4.0,,,,1.0
672,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.12,0.0,64,0.9,0.999,25.0,,,400,4e-05,18_sweeps,,4.0,,,,1.0
673,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.12,0.0,64,0.9,0.999,25.0,,,400,2e-05,18_sweeps,,4.0,,,,1.0
674,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.12,0.0,64,0.9,0.999,25.0,,,400,1e-05,18_sweeps,,4.0,,,,1.0
675,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.12,0.0,64,0.9,0.999,25.0,,,400,8e-06,18_sweeps,,4.0,,,,1.0
676,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.16,0.0,64,0.9,0.999,25.0,,,400,6e-05,18_sweeps,,4.0,,,,1.0
677,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.16,0.0,64,0.9,0.999,25.0,,,400,4e-05,18_sweeps,,4.0,,,,1.0
678,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.16,0.0,64,0.9,0.999,25.0,,,400,2e-05,18_sweeps,,4.0,,,,1.0
679,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.16,0.0,64,0.9,0.999,25.0,,,400,1e-05,18_sweeps,,4.0,,,,1.0
680,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.16,0.0,64,0.9,0.999,25.0,,,400,8e-06,18_sweeps,,4.0,,,,1.0
681,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.2,0.0,64,0.9,0.999,25.0,,,400,6e-05,18_sweeps,,4.0,,,,1.0
682,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.2,0.0,64,0.9,0.999,25.0,,,400,4e-05,18_sweeps,,4.0,,,,1.0
683,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.2,0.0,64,0.9,0.999,25.0,,,400,2e-05,18_sweeps,,4.0,,,,1.0
684,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.2,0.0,64,0.9,0.999,25.0,,,400,1e-05,18_sweeps,,4.0,,,,1.0
685,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.2,0.0,64,0.9,0.999,25.0,,,400,8e-06,18_sweeps,,4.0,,,,1.0
686,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.24,0.0,64,0.9,0.999,25.0,,,400,6e-05,18_sweeps,,4.0,,,,1.0
687,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.24,0.0,64,0.9,0.999,25.0,,,400,4e-05,18_sweeps,,4.0,,,,1.0
688,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.24,0.0,64,0.9,0.999,25.0,,,400,2e-05,18_sweeps,,4.0,,,,1.0
689,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.24,0.0,64,0.9,0.999,25.0,,,400,1e-05,18_sweeps,,4.0,,,,1.0
690,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.24,0.0,64,0.9,0.999,25.0,,,400,8e-06,18_sweeps,,4.0,,,,1.0
691,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.04,,64,0.9,0.999,25.0,,,400,6e-05,18_sweeps,,4.0,,,,1.0
692,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.04,,64,0.9,0.999,25.0,,,400,4e-05,18_sweeps,,4.0,,,,1.0
693,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.04,,64,0.9,0.999,25.0,,,400,2e-05,18_sweeps,,4.0,,,,1.0
694,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.04,,64,0.9,0.999,25.0,,,400,1e-05,18_sweeps,,4.0,,,,1.0
695,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.04,,64,0.9,0.999,25.0,,,400,8e-06,18_sweeps,,4.0,,,,1.0
696,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.08,,64,0.9,0.999,25.0,,,400,6e-05,18_sweeps,,4.0,,,,1.0
697,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.08,,64,0.9,0.999,25.0,,,400,4e-05,18_sweeps,,4.0,,,,1.0
698,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.08,,64,0.9,0.999,25.0,,,400,2e-05,18_sweeps,,4.0,,,,1.0
699,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.08,,64,0.9,0.999,25.0,,,400,1e-05,18_sweeps,,4.0,,,,1.0
700,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.08,,64,0.9,0.999,25.0,,,400,8e-06,18_sweeps,,4.0,,,,1.0
701,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.1,,64,0.9,0.999,25.0,,,400,6e-05,18_sweeps,,4.0,,,,1.0
702,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.1,,64,0.9,0.999,25.0,,,400,4e-05,18_sweeps,,4.0,,,,1.0
703,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.1,,64,0.9,0.999,25.0,,,400,2e-05,18_sweeps,,4.0,,,,1.0
704,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.1,,64,0.9,0.999,25.0,,,400,1e-05,18_sweeps,,4.0,,,,1.0
705,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.1,,64,0.9,0.999,25.0,,,400,8e-06,18_sweeps,,4.0,,,,1.0
706,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.12,,64,0.9,0.999,25.0,,,400,6e-05,18_sweeps,,4.0,,,,1.0
707,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.12,,64,0.9,0.999,25.0,,,400,4e-05,18_sweeps,,4.0,,,,1.0
708,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.12,,64,0.9,0.999,25.0,,,400,2e-05,18_sweeps,,4.0,,,,1.0
709,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.12,,64,0.9,0.999,25.0,,,400,1e-05,18_sweeps,,4.0,,,,1.0
710,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.12,,64,0.9,0.999,25.0,,,400,8e-06,18_sweeps,,4.0,,,,1.0
711,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.16,,64,0.9,0.999,25.0,,,400,6e-05,18_sweeps,,4.0,,,,1.0
712,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.16,,64,0.9,0.999,25.0,,,400,4e-05,18_sweeps,,4.0,,,,1.0
713,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.16,,64,0.9,0.999,25.0,,,400,2e-05,18_sweeps,,4.0,,,,1.0
714,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.16,,64,0.9,0.999,25.0,,,400,1e-05,18_sweeps,,4.0,,,,1.0
715,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.16,,64,0.9,0.999,25.0,,,400,8e-06,18_sweeps,,4.0,,,,1.0
716,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.2,,64,0.9,0.999,25.0,,,400,6e-05,18_sweeps,,4.0,,,,1.0
717,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.2,,64,0.9,0.999,25.0,,,400,4e-05,18_sweeps,,4.0,,,,1.0
718,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.2,,64,0.9,0.999,25.0,,,400,2e-05,18_sweeps,,4.0,,,,1.0
719,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.2,,64,0.9,0.999,25.0,,,400,1e-05,18_sweeps,,4.0,,,,1.0
720,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.2,,64,0.9,0.999,25.0,,,400,8e-06,18_sweeps,,4.0,,,,1.0
721,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.24,,64,0.9,0.999,25.0,,,400,6e-05,18_sweeps,,4.0,,,,1.0
722,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.24,,64,0.9,0.999,25.0,,,400,4e-05,18_sweeps,,4.0,,,,1.0
723,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.24,,64,0.9,0.999,25.0,,,400,2e-05,18_sweeps,,4.0,,,,1.0
724,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.24,,64,0.9,0.999,25.0,,,400,1e-05,18_sweeps,,4.0,,,,1.0
725,qnli,bert-base-uncased,32,128,0.01,linear,0.1,all,0.24,,64,0.9,0.999,25.0,,,400,8e-06,18_sweeps,,4.0,,,,1.0
